Customer_ID,Customer_Name,Email,Phone,Gender,City,State,Registration_Date
CUST00068,Lajita Sood,pandeychanchal@example.com,6493668883,Female,New Delhi,Delhi,2025-06-07
CUST00069,Vinaya Kanda,rajata70@example.com,6626220977,Male,Kota,Rajasthan,2025-01-30
CUST00070,Noah Sibal,aviramesh@example.net,8907231557,Male,Surat,Gujarat,2026-01-19
CUST00071,Fiyaz Sangha,triyagopal@example.org,9629142208,Female,,Kerala,2024-10-04
CUST00072,Falak Kakar,vnarain@example.com,6435642813,Female,Jodhpur,Rajasthan,2024-11-01
CUST00073,Zayyan Bumb,vbahl@example.net,9559296256,Male,Mysuru,Karnataka,2023-11-15
CUST00074,Udarsh Biswas,balasubramanianyug@example.org,8728212776,Male,Agra,Uttar Pradesh,2023-09-27
CUST00075,William Date,kcontractor@example.org,6345702711,Female,Jaipur,Rajasthan,2025-08-18
CUST00076,Jyoti Ganesh,gadedeepa@example.org,7284873191,Male,Durgapur,West Bengal,2026-02-10
CUST00077,Devika Prashad,eissac@example.net,9983705466,Female,Jabalpur,Madhya Pradesh,2026-08-03
CUST00078,Harsh Mitra,barmanidika@example.net,8120859208,Female,Jabalpur,Madhya Pradesh,2025-06-22
CUST00079,Ekapad Toor,advik67@example.org,6193408146,Female,Kota,Rajasthan,2025-06-30
CUST00080,Tripti Dua,ugoda@example.net,9686926242,Female,Kanpur,Uttar Pradesh,2026-06-02
CUST00081,Veda Shroff,uloyal@example.org,8029980269,Male,Mangaluru,Karnataka,2024-01-08
CUST00082,Shravya Kohli,vraghavan@example.org,7972855827,Male,Faridabad,Haryana,2025-10-02
CUST00083,Qabil Sura,ishakuruvilla@example.com,7571813750,Female,Warangal,Telangana,2024-11-03
CUST00084,Advaith Varughese,frederickkhurana@example.net,9574751590,Female,Coimbatore,Tamil Nadu,2025-05-19
CUST00085,Wridesh Soni,ysem@example.org,6984174831,Male,Ahmedabad,Gujarat,2024-01-18
CUST00086,Timothy Ravel,daminipillay@example.com,9954607867,Male,Karimnagar,Telangana,2026-01-02
CUST00087,Pavani Narayanan,sudiksha44@example.com,7483733296,Female,New Delhi,Delhi,2024-08-19
CUST00088,Reyansh Mutti,wasonqasim@example.org,6007855531,Female,Bengaluru,Karnataka,2024-07-28
CUST00089,Aradhana Vohra,harish34@example.org,9879635262,Male,Jabalpur,Madhya Pradesh,2025-03-09
CUST00090,Chasmum Atwal,anushabath@example.org,6758898660,Female,Guntur,Andhra Pradesh,2026-01-02
CUST00091,Jonathan Swaminathan,arorabhavani@example.com,8733085416,Male,Coimbatore,Tamil Nadu,2025-09-08
CUST00092,Harini Gour,krishnanvanya@example.org,7341339581,Male,Belagavi,Karnataka,2023-12-06
CUST00093,Vyanjana Borah,doshimanthan@example.net,8446425316,Female,Jaipur,Rajasthan,2024-12-10
CUST00094,Yuvraj Dani,xkara@example.net,6290297721,Female,Durgapur,West Bengal,2025-04-08
CUST00095,Saanvi Mishra,kmody@example.net,7152563374,Female,Amritsar,Punjab,2023-11-28
CUST00096,Sarthak Kakar,finn23@example.org,9574103868,Female,Mangaluru,Karnataka,2025-12-31
CUST00097,Naksh Agate,sseshadri@example.net,6255333315,Male,Hubballi,Karnataka,2025-08-25
CUST00098,Bachittar Kata,barkha71@example.net,8396112117,Male,Howrah,West Bengal,2024-08-23
CUST00099,Rudra Sandal,karmanthan@example.com,9774956686,Male,Thrissur,Kerala,2024-04-03
CUST00100,Darpan Gandhi,bhavya71@example.com,9432053408,Male,Ahmedabad,Gujarat,2026-07-31
CUST00101,Neha Magar,fsarma@example.net,9457848634,Male,Jaipur,Rajasthan,2023-10-27
CUST00102,Ekantika Krishna,chandveer@example.net,6889060795,Male,Salem,Tamil Nadu,2026-02-05
CUST00103,Amruta Baria,upmavenkataraman@example.net,8376063353,Female,Guntur,Andhra Pradesh,2025-07-13
CUST00104,Pratyush Sarin,echand@example.com,7351396359,Female,Jalandhar,Punjab,2025-05-22
CUST00105,Ekani Cheema,forumsabharwal@example.net,8868765643,Female,Siliguri,West Bengal,2025-10-04
CUST00106,Nandini Bansal,uchakrabarti@example.com,7371912755,Male,Warangal,Telangana,2025-01-10
CUST10077,Netra Varkey,shereodika@example.org,7511669703,Male,Udaipur,Rajasthan,2024-06-13
CUST00108,Wishi Sathe,janiamara@example.net,9229791654,Female,Vadodara,Gujarat,2024-03-17
CUST00109,Raksha Sundaram,balakrishnanwriddhish@example.net,9988126851,Male,Faridabad,Haryana,2024-04-29
CUST00110,Akshay Reddy,karishaan@example.com,7291492430,Male,Hyderabad,Telangana,2024-02-25
CUST00111,Wishi Manne,ojasvi77@example.org,7302307310,Female,New Delhi,Delhi,2025-08-05
CUST00112,Leela Halder,ekarajmajumdar@example.com,9400285751,Female,Ludhiana,Punjab,2025-02-04
CUST00113,Aarnav Mandal,vrishti27@example.net,6047419505,Male,Nagpur,Maharashtra,2025-09-17
CUST00114,Gaurangi Purohit,mnagy@example.net,8462460905,Male,Ludhiana,Punjab,2024-08-31
CUST00115,Vivaan Roy,nadkarniurvashi@example.net,6692073767,Female,New Delhi,Delhi,2025-04-10
CUST00116,Max Tandon,dateyadavi@example.net,8581746680,Female,Kochi,Kerala,2025-01-23
CUST00117,Ria Chaudhry,uaurora@example.org,7010959527,Male,Madurai,Tamil Nadu,2025-05-24
CUST00118,Falan Singh,hamsini96@example.net,6831387839,Female,Karimnagar,Telangana,2023-12-29
CUST00119,Lajita Nadig,nbanik@example.org,8958706853,Male,Amritsar,Punjab,2024-08-25
CUST00120,Utkarsh Chana,wchaudhari@example.net,8471447964,Male,Guntur,Andhra Pradesh,2026-08-24
CUST00121,Sachi Ganesan,ayush05@example.org,8571086412,Female,Hubballi,Karnataka,2024-11-24
CUST00122,Kavya Sankar,yashwali@example.com,6669375536,Male,Tirupati,Andhra Pradesh,2026-01-22
CUST00123,Onkar Gill,rajawridesh@example.com,7435224929,Female,Bengaluru,Karnataka,2026-02-17
CUST00124,Vincent Shenoy,tripti40@example.com,7848406833,Male,Mumbai,Maharashtra,2024-11-15
CUST00125,Ethan Sathe,chandani64@example.com,8879675121,Female,Durgapur,West Bengal,2024-12-08
CUST00126,Leena Subramanian,khalsalakshmi@example.net,8491803744,Female,Madurai,Tamil Nadu,2025-03-06
CUST00127,Chakrika Bains,amaharaj@example.net,6130451855,Male,Jabalpur,Madhya Pradesh,2026-07-27
CUST00128,Watika Mangat,indirakanda@example.net,6531929520,Male,New Delhi,Delhi,2024-06-17
CUST00129,Laksh Chatterjee,moreridhi@example.org,7660655169,Female,Udaipur,Rajasthan,2026-02-12
CUST00130,Karan Chana,eta62@example.org,6800656746,Female,Jabalpur,Madhya Pradesh,2024-03-19
CUST00131,Yachana Mahajan,aarinisubramaniam@example.com,8486200442,Male,Udaipur,Rajasthan,2025-02-03
CUST00132,Upadhriti Borra,upkaarranganathan@example.net,8913534220,Female,Guntur,Andhra Pradesh,2025-03-17
CUST00133,Megha Atwal,jatin75@example.net,7998971194,Female,New Delhi,Delhi,2026-07-06
CUST00134,Lakshmi Prabhu,kaururishilla@example.org,6959230486,Female,Ahmedabad,Gujarat,2026-04-15
CUST00135,Timothy Bhatnagar,pmittal@example.com,6487734515,Male,Hyderabad,Telangana,2024-02-24
CUST00136,Chakradev Barad,waida11@example.org,8866103953,Male,New Delhi,Delhi,2025-12-09
CUST00137,Lipika Setty,oni92@example.com,9501344653,Female,Thane,Maharashtra,2026-06-09
CUST00138,Vrishti Reddy,bachittar53@example.com,8555454031,Female,Thrissur,Kerala,2025-07-17
CUST00139,Janani Chaudhary,jagrati06@example.com,6526952045,Female,Noida,Uttar Pradesh,2024-06-16
CUST00140,Suhani Chand,anshbedi@example.com,6571444256,Female,Thiruvananthapuram,Kerala,2024-09-08
CUST00141,Samesh Biswas,tarakkaul@example.com,6755943945,Female,Jabalpur,Madhya Pradesh,2024-04-12
CUST00142,Aradhana Dhillon,zashilghosh@example.org,9125292227,Female,Udaipur,Rajasthan,2026-06-18
CUST00143,Karan Aurora,wazir95@example.org,8255833710,Male,Vadodara,Gujarat,2024-05-23
CUST00144,Charles Date,hvora@example.net,8728252172,Male,Tirupati,Andhra Pradesh,2023-12-03
CUST00145,Saumya Pathak,sethyahvi@example.org,7047170594,Female,Jodhpur,Rajasthan,2026-04-08
CUST00146,Charvi Shanker,bhatvarenya@example.com,8369055799,Male,Surat,Gujarat,2025-06-19
CUST00147,Vritti Sawhney,buchekanta@example.net,6934999805,Male,New Delhi,Delhi,2024-04-13
CUST00148,Jonathan Maharaj,lakshmi98@example.com,9954984111,Female,Guntur,Andhra Pradesh,2025-07-31
CUST00149,Hardik Contractor,qushiseth@example.org,7032616644,Female,Udaipur,Rajasthan,2025-05-30
CUST00150,Sudiksha Rastogi,uchandran@example.com,6113222793,Male,Hubballi,Karnataka,2024-12-24
CUST00151,Kavya Dua,fbhavsar@example.org,7013458731,Female,Karimnagar,Telangana,2024-01-18
CUST00152,Gopal Pradhan,darpannarayan@example.net,7944937978,Male,Vijayawada,Andhra Pradesh,2024-03-03
CUST00153,Irya Sampath,manidevika@example.com,6553918925,Male,Gurugram,Haryana,2024-02-03
CUST00154,Mohammed Subramaniam,hritikpalla@example.net,6674840145,Female,Tirupati,Andhra Pradesh,2025-03-19
CUST00155,Arya Kara,mbal@example.net,6387503099,Male,Udaipur,Rajasthan,2026-08-08
CUST00156,Ayush Gole,dayamai55@example.org,8477964938,Female,Ahmedabad,Gujarat,2024-06-03
CUST00157,Nandini Boase,azaanchand@example.net,7631557200,Female,New Delhi,Delhi,2025-11-28
CUST00158,Krisha Saini,kom@example.com,9823297184,Male,Rajkot,Gujarat,2024-12-23
CUST00159,Frado Ben,nakulbawa@example.net,6105707422,Male,Pune,Maharashtra,2023-12-31
CUST00160,Saanvi Samra,asathe@example.com,7873563316,Male,Kozhikode,Kerala,2024-07-26
CUST00161,Hemani Sani,mandervidhi@example.net,8098964499,Female,New Delhi,Delhi,2026-06-28
CUST00162,Chakradev Kannan,abhakta@example.org,8642152281,Female,Panipat,Haryana,2024-12-07
CUST00163,Laksh Kumer,falak10@example.com,9951226980,Male,Trichy,Tamil Nadu,2025-06-25
CUST00164,Kai Rai,xitipandya@example.org,9668177548,Female,Madurai,Tamil Nadu,2025-05-04
CUST00165,Rajata Bahl,ubrahmbhatt@example.net,7991942629,Female,Hyderabad,Telangana,2025-06-23
CUST00166,Omisha Mann,ravelansh@example.com,9463384877,Female,Faridabad,Haryana,2024-05-19
CUST00167,Janaki Chakrabarti,pcherian@example.com,8452129541,Female,Nagpur,Maharashtra,2026-02-26
CUST00168,Farhan Randhawa,harinakshi35@example.org,7466289641,Female,Nashik,Maharashtra,2023-12-23
CUST00169,Yashvi Hari,indali23@example.org,9189958080,Male,Thiruvananthapuram,Kerala,2024-04-10
CUST00170,Rudra Ghose,faqidgoel@example.net,7012406996,Male,New Delhi,Delhi,2025-10-02
CUST00171,Saumya Naidu,matthew71@example.com,9052908689,Male,Trichy,Tamil Nadu,2025-07-13
CUST00172,Anvi Bhalla,yashica14@example.com,7262370942,Male,Belagavi,Karnataka,2025-07-29
CUST00173,Dakshesh Pillay,faraj19@example.net,6035001447,Male,Hyderabad,Telangana,2025-10-22
CUST00174,Turvi Barman,uguha@example.net,7288400985,Male,Kolkata,West Bengal,2025-09-03
CUST00175,David Seshadri,ozafrado@example.net,6957730128,Female,Kozhikode,Kerala,2026-05-26
CUST00176,Balveer Kota,hsarna@example.net,9719759048,Female,Udaipur,Rajasthan,2026-03-31
CUST00177,Januja Pradhan,lila65@example.net,9936742531,Female,Varanasi,Uttar Pradesh,2026-03-12
CUST00178,Gaurika Bhatti,girindra86@example.com,8770176731,Male,Belagavi,Karnataka,2024-09-21
CUST00179,Gauri Bumb,inayamukherjee@example.net,8710455105,Female,Nizamabad,Telangana,2026-08-16
CUST00180,Kai Chad,krisha52@example.net,6230999513,Male,Bhopal,Madhya Pradesh,2026-08-22
CUST00181,Pallavi Trivedi,andrew54@example.org,8404440226,Male,Karimnagar,Telangana,2024-07-24
CUST00182,Vedika Handa,lakshdubey@example.org,7393683388,Male,Ahmedabad,Gujarat,2024-11-28
CUST00183,Yashica Zacharia,nayarkaran@example.net,7413376973,Female,Karimnagar,Telangana,2025-04-03
CUST00184,Nicholas Golla,rakshabassi@example.com,8155565947,Female,Bhopal,Madhya Pradesh,2025-03-14
CUST00185,Sachi Mane,ikaur@example.org,6874462677,Male,Faridabad,Haryana,2024-12-19
CUST00186,Rishi Pillai,xshenoy@example.com,9598409785,Male,Rajkot,Gujarat,2025-04-11
CUST00187,Neel Iyengar,zashilben@example.net,8165669371,Male,Mysuru,Karnataka,2025-09-11
CUST00188,Harshil Varty,manefiyaz@example.org,7437553014,Male,Warangal,Telangana,2024-10-23
CUST00189,Yochana Din,ochand@example.com,8342444633,Male,Mysuru,Karnataka,2025-02-20
CUST00190,Oeshi Bera,xthakkar@example.org,8661921159,Male,Tirunelveli,Tamil Nadu,2025-04-17
CUST00191,Kavya Kapur,nagarhardik@example.net,7163784402,Female,Faridabad,Haryana,2026-06-01
CUST00192,Madhav Devan,mangaturmi@example.net,6575311649,Female,Panipat,Haryana,2024-03-29
CUST00193,Saumya Ahluwalia,bahlaahana@example.org,9538687260,Male,Agra,Uttar Pradesh,2024-04-15
CUST00194,Indrajit Mani,charvidara@example.org,7316541316,Male,Visakhapatnam,Andhra Pradesh,2024-08-31
CUST00195,Tanvi Bhatnagar,tataamol@example.net,9218689413,Female,Howrah,West Bengal,2025-11-04
CUST00196,Maanas Manne,nagarwal@example.com,9741572022,Female,New Delhi,Delhi,2024-09-03
CUST00197,Rachit Chada,ekansh88@example.net,6525957742,Female,Agra,Uttar Pradesh,2025-10-23
CUST00198,Madhavi Singhal,ramkashvi@example.com,8802808182,Female,Mysuru,Karnataka,2023-09-21
CUST00199,Ekansh Pai,hemangnatarajan@example.org,9112203253,Female,Jabalpur,Madhya Pradesh,2023-11-03
CUST00200,Hamsini Gill,osrinivas@example.org,6174026711,Female,Karimnagar,Telangana,2024-03-23
CUST00201,Tanvi Bansal,saksham03@example.org,9452446805,Female,Indore,Madhya Pradesh,2024-12-29
CUST00202,Yutika Rao,ckulkarni@example.net,9930777463,Male,Amritsar,Punjab,2024-06-18
CUST00203,Ishanvi Batta,anjali15@example.com,9242283554,Female,Panipat,Haryana,2025-05-09
CUST00204,Libni Nori,watikatank@example.com,6074184092,Male,Jaipur,Rajasthan,2025-11-10
CUST00205,Fitan Samra,sanipranit@example.net,7880306606,Male,Udaipur,Rajasthan,2024-11-25
CUST00206,Harshil Buch,chakrika47@example.net,6041260689,Female,New Delhi,Delhi,2025-06-18
CUST00207,Sachi Panchal,ubasak@example.com,9037138177,Male,Ludhiana,Punjab,2026-04-08
CUST00208,Anvi Bhandari,ravijanuja@example.net,6506476146,Male,Jodhpur,Rajasthan,2026-07-17
CUST00209,Azaan Dhar,ibanerjee@example.org,7753931205,Female,Bengaluru,Karnataka,2024-08-27
CUST00210,Janaki Rajagopal,dubeshivani@example.com,6863557208,Male,Panipat,Haryana,2025-03-26
CUST00211,Faraj Devan,mitali54@example.org,6260803338,Female,Rajkot,Gujarat,2024-02-19
CUST00212,Quincy Tata,qdalal@example.com,9970020075,Female,Vijayawada,Andhra Pradesh,2026-08-24
CUST00213,Tanish Mangal,hiyengar@example.org,987654321012,Male,New Delhi,Delhi,2023-12-20
CUST00214,Orinder Saxena,nagarajanidika@example.net,7004463771,Male,Nizamabad,Telangana,2023-12-05
CUST00215,Charita Dugar,janakitrivedi@example.org,7435823787,Male,Ludhiana,Punjab,2024-03-02
CUST00216,Liam Khalsa,xbal@example.net,8820750434,Male,Gurugram,Haryana,2026-02-01
CUST00217,Unni Dayal,bhattidayamai@example.com,8786170800,Female,Vijayawada,Andhra Pradesh,2025-09-08
CUST00218,Nimrat Borah,edhithaborah@example.com,7985974347,Female,New Delhi,Delhi,2025-08-19
CUST00219,Kabir Gopal,rachitathakkar@example.org,8160250488,Female,Indore,Madhya Pradesh,2024-03-06
CUST00220,Daksha Gala,ekantikakar@example.com,9025364547,Male,Visakhapatnam,Andhra Pradesh,2025-11-10
CUST00221,Farhan Krishna,anvidass@example.net,7190566037,Female,Jalandhar,Punjab,2024-12-09
CUST00222,Yadavi Ganguly,onveernazareth@example.net,8152409709,Female,Jabalpur,Madhya Pradesh,2023-10-29
CUST00223,Finn Bath,shivansh96@example.net,9900180549,Male,Amritsar,Punjab,2026-05-15
CUST00224,Widisha Mann,vasudha36@example.com,8938342917,Male,Karimnagar,Telangana,2025-07-31
CUST00225,Darpan Dugar,esagar@example.com,7431374480,Female,Kochi,Kerala,2024-07-08
CUST00226,Maanas Munshi,hemani62@example.com,6281793028,Male,Jabalpur,Madhya Pradesh,2025-11-03
CUST00227,Eiravati Khurana,rdas@example.com,9550171072,Male,Salem,Tamil Nadu,2024-09-15
CUST00228,Gunbir Bedi,leena96@example.org,8690590916,Male,Bhopal,Madhya Pradesh,2024-05-01
CUST00229,Dhriti Gupta,wishivarma@example.com,6041583061,Male,Mangaluru,Karnataka,2025-10-09
CUST00230,Widisha Bajaj,ramaswamyyashasvi@example.com,8416664840,Female,Kozhikode,Kerala,2024-09-03
CUST00231,Ira Bava,mandawarda@example.net,7672950374,Female,Thrissur,Kerala,2026-06-08
CUST00232,Bhavika Yadav,chokshiraagini@example.org,9205082843,Male,Guntur,Andhra Pradesh,2024-10-10
CUST00233,Neha Pau,rattancharan@example.net,7628909287,Female,Kochi,Kerala,2026-01-15
CUST00234,Janani Mani,rajuyamini@example.com,7237357351,Male,Indore,Madhya Pradesh,2025-12-28
CUST00235,Jagat Dave,rameshkashvi@example.com,8100604368,Female,Bhopal,Madhya Pradesh,2026-01-09
CUST00236,Maanas Issac,ctella@example.org,8017115307,Female,Ludhiana,Punjab,2023-10-26
CUST00237,Gauri Som,mdixit@example.net,8311979619,Female,Lucknow,Uttar Pradesh,2024-03-31
CUST00238,Eiravati Gaba,lmistry@example.com,7372107587,Male,Thane,Maharashtra,2025-10-23
CUST00239,Chandani Soman,pillaygarima@example.net,7614303369,Female,Kozhikode,Kerala,2024-02-13
CUST00240,Darika Bala,planka@example.net,8263770441,Female,Ahmedabad,Gujarat,2026-02-09
CUST00241,Charan Srinivasan,lajitadivan@example.net,8514866108,Female,Rajkot,Gujarat,2024-09-06
CUST00242,Imaran Halder,sastrydipta@example.com,8901375805,Female,Madurai,Tamil Nadu,2024-04-18
CUST00243,Samar Roy,tbhatia@example.org,9918112167,Female,Ludhiana,Punjab,2025-11-09
CUST00244,Ekta Sridhar,lmurthy@example.com,8205813426,Female,Udaipur,Rajasthan,2025-12-02
CUST00245,Irya Lalla,phanda@example.com,6269417482,Female,Mumbai,Maharashtra,2026-01-09
CUST00246,Umang Mishra,sarthak75@example.com,9342422076,Male,Kozhikode,Kerala,2025-02-18
CUST00247,Bhavna Dara,wrana@example.org,9955884584,Male,Udaipur,Rajasthan,2024-11-20
CUST00248,Bhavna Brar,riya47@example.org,6380555919,Female,Vadodara,Gujarat,2024-07-05
CUST00249,Anita Devan,khatrixavier@example.org,7814949682,Male,Thiruvananthapuram,Kerala,2026-07-02
CUST00250,Viraj Ben,sachdevganga@example.net,9585907571,Male,Hubballi,Karnataka,2025-08-29
CUST00251,Laksh Ahluwalia,niharikasoni@example.com,6512534346,Male,Kochi,Kerala,2026-06-02
CUST00252,Bhavna Nagi,daniel19@example.org,9166083279,Female,Kozhikode,Kerala,2025-12-05
CUST00253,Parth Sahni,balhaarranganathan@example.com,8388692377,Female,Madurai,Tamil Nadu,2024-06-11
CUST00254,Baljiwan Andra,hredhaan54@example.com,6128778851,Female,Nizamabad,Telangana,2026-05-19
CUST00255,Krish Thaman,mmahajan@example.org,9188018824,Female,Jalandhar,Punjab,2025-01-21
CUST00256,Tara Kurian,akshaynazareth@example.com,8343962449,Female,Ludhiana,Punjab,2026-01-25
CUST00257,Parth Ravi,uvarma@example.org,8382800087,Male,Varanasi,Uttar Pradesh,2025-05-10
CUST00258,Qasim Dey,pnaik@example.org,7624077096,Male,Indore,Madhya Pradesh,2024-10-05
CUST00259,Warinder Sekhon,forum49@example.net,8772884235,Female,Nagpur,Maharashtra,2026-02-01
CUST00260,Advika Parsa,daviddani@example.com,6568366210,Female,Lucknow,Uttar Pradesh,2024-12-15
CUST00261,Nidra Thakkar,jacob45@example.net,8278217888,Female,Udaipur,Rajasthan,2024-08-04
CUST00262,Kiaan Sridhar,suhaniprakash@example.com,7769243075,Male,Udaipur,Rajasthan,2026-08-21
CUST00263,Tejas Kota,vorasanya@example.net,9965888101,Female,Vijayawada,Andhra Pradesh,2026-08-24
